Ship,date,Latitude,Longitude,Temp (air),Temp (sea),mBar,Weather,Wind,Strength (Wind),Sea (Waves),Ice,Blue Whales,Finn Whales,Humpback Whale,Sperm Whales,Sei Whale,,,,,,,
Thorshammer,12/1/1961,-61.050,-73.333,2,4,973,dlg,ESE,6,5,A,,,,0,,,,,,,,
Thorshammer,12/2/1961,-61.417,-69.267,0,4,990,d,SSE,5,5,A,,,,0,,,,,,,,
Thorshammer,12/3/1961,-62.800,-64.000,1,1.5,995,c,NNW,3,3,A,,,,0,,,,,,,,
Thorshammer,12/4/1961,-64.217,-65.967,0,0.5,988,idh,NNE,5,4,A.K,,,,0,,,,,,,,
Thorshammer,12/5/1961,-65.567,-70.050,0,0.5,985,dlg,N,3,4,A.K,,,,10,,,,,,,,
Thorshammer,12/6/1961,-64.417,-72.467,0,1,983,eli,E,2,4,A,,,,0,,,,,,,,
Thorshammer,12/7/1961,-62.817,-69.567,1.5,1,993,e,WNW,3,4,A,,,,10,,,,,,,,
Thorshammer,12/8/1961,-61.200,-64.800,3,1.5,999,di,NW,3,3,A,,,,0,,,,,,,,
Thorshammer,12/9/1961,-60.150,-59.050,3,1.5,985,eh,NW,6,5,A,,,,0,,,,,,,,
Thorshammer,12/10/1961,-58.833,-53.900,2,2,982,i,NNW,5,5,A,,,,0,,,,,,,,
Thorshammer,12/11/1961,-58.467,-46.867,2,1.5,986,ehi,WNW,5,5,A,,,,0,,,,,,,,
Thorshammer,12/12/1961,-58.217,-43.633,0.5,1.5,984,i,NNW,2,5,A,,10,,0,,,,,,,,
Thorshammer,12/13/1961,-56.800,-42.133,1.5,1.5,982,e,NE,4,5,A,,9,,0,,,,,,,,
Thorshammer,12/14/1961,-55.983,-38.767,0,1,993,dig,SW,3,4,A,,11,,0,,,,,,,,
Thorshammer,12/15/1961,-57.067,-34.350,-0.5,1.5,997,elg,SW,3,4,A.K,,2,,6,,,,,,,,
Thorshammer,12/16/1961,-56.883,-29.133,1,1,990,i,NNW,2,3,A.I,,0,,17,,,,,,,,
Thorshammer,12/17/1961,-56.150,-24.850,1,2.5,991,eli,WNW,3,3,A.I,,0,,32,,,,,,,,
Thorshammer,12/18/1961,-56.017,-23.433,0,2.3,998,eh,N,5,4,A.I,,0,,0,,,,,,,,
Thorshammer,12/19/1961,-54.483,-18.883,1.5,2,982,egk,N,5,4,A.K,,0,,0,,,,,,,,
Thorshammer,12/20/1961,-53.100,-13.650,2,2.4,982,elg,NW,6,6,A.K,,1,,2,,,,,,,,
Thorshammer,12/21/1961,-52.167,-10.767,2.5,2.5,1000,c,W,4,4,A,,14,,0,,,,,,,,
Thorshammer,12/22/1961,-52.183,-10.617,-0.5,2.3,980,elg,SE,5,5,A,,0,,0,,,,,,,,
Thorshammer,12/23/1961,-51.983,-7.683,2,2.3,1014,d,WS,4,4,A,,25,,0,,,,,,,,
Thorshammer,12/24/1961,-51.350,-6.333,2,3,1012,id,NW,5,4,A,,2,,0,,,,,,,,
Thorshammer,12/25/1961,-51.300,-5.317,4,2.4,984,ekh,NW,7,6,A,,0,,0,,,,,,,,
Thorshammer,12/26/1961,-51.467,-6.800,2,2.3,1007,d,W,5,5,A,,0,,0,,,,,,,,
Thorshammer,12/27/1961,-51.833,-8.600,2.5,2.5,1000,eh,NW,5,5,A,,4,,0,,,,,,,,
Thorshammer,12/28/1961,-52.033,-10.517,3,2,999,d,NW,6,5,A,,0,,0,,,,,,,,
Thorshammer,12/29/1961,-53.017,-11.533,3,2.4,985,eig,WNW,6,6,A,,3,,0,,,,,,,,
Thorshammer,12/30/1961,-54.250,-13.417,1,2.3,998,d,WNW,6,5,A.K,,0,,3,,,,,,,,
Thorshammer,12/31/1961,-57.667,-12.167,0,1.2,988,eh,WNW,5,5,A,,0,,2,,,,,,,,
Thorshammer,1/1/1962,-58.817,-8.050,-0.5,0,983,elh,WNW,6,6,A.I,,0,,0,,,,,,,,
Thorshammer,1/2/1962,-59.383,-4.217,-1.5,0.2,991,e,WSW,5,4,B.I,,5,,3,,,,,,,,
Thorshammer,1/3/1962,-59.217,-3.217,-1.5,0.3,994,d,WSW,4,4,B.I,,0,,7,,,,,,,,
Thorshammer,1/4/1962,-58.367,-0.600,-1.5,0.6,994,dlg,WSW,5,5,A.K,,2,,0,,,,,,,,
Thorshammer,1/5/1962,-55.567,-2.783,0,0.8,997,dlg,W,6,5,A.K,,0,,0,,,,,,,,
Thorshammer,1/6/1962,-54.817,-7.900,1,1.2,1004,dlg,WSW,5,5,A.K,,0,,2,,,,,,,,
Thorshammer,1/7/1962,-53.900,-12.183,3,2.2,1002,i,WNW,3,3,A,,1,,0,,,,,,,,
Thorshammer,1/8/1962,-52.783,-16.683,3,3.8,1002,i,WNW,4,4,A,,8,,0,,,,,,,,
Thorshammer,1/9/1962,-51.783,-19.917,4.5,5,998,i,WNW,3,4,A,,8,,5,,,,,,,,
Thorshammer,1/10/1962,-51.183,-22.067,4.5,4,996,e,S,4,4,A,,3,,34,,,,,,,,
Thorshammer,1/11/1962,-50.983,-22.633,3,6.2,1018,d,S,2,3,A,,28,,0,,,,,,,,
Thorshammer,1/12/1962,-50.817,-21.883,4.2,6.3,1021,d,WNW,3,3,A,,11,,6,,,,,,,,
Thorshammer,1/13/1962,-50.383,-21.033,4.5,6.6,1022,d,W,3,3,A,,5,,16,,,,,,,,
Thorshammer,1/14/1962,-50.583,-22.517,6,7.4,1017,d,NW,4,3,A,,1,,0,,,,,,,,
Thorshammer,1/15/1962,-51.067,-25.900,6,5.8,1011,d,NNW,4,4,A,,1,,9,,,,,,,,
Thorshammer,1/16/1962,-51.383,-27.650,6.5,6.4,979,e,NW,7,6,A,,0,,0,,,,,,,,
Thorshammer,1/17/1962,-51.233,-29.800,5,4.3,1000,b,WNW,5,5,A,,0,,7,,,,,,,,
Thorshammer,1/18/1962,-51.150,-32.350,3.5,3.8,989,e,WNW,5,5,A,,0,,3,7,,,,,,,
Thorshammer,1/19/1962,-51.600,-35.600,3,5.5,1005,dlg,SW,4,5,A,,0,,0,1,,,,,,,
Thorshammer,1/20/1962,-53.433,-39.200,5,3.4,982,e,WNW,5,5,A,,0,,0,0,,,,,,,
Thorshammer,1/21/1962,-55.467,-41.967,3,3,995,dlg,WSW,5,5,A,,18,,1,0,,,,,,,
Thorshammer,1/22/1962,-56.317,-44.933,2.2,5,994,d,E,5,4,A,,28,,4,0,,,,,,,
Thorshammer,1/23/1962,-57.833,-46.283,1,4,1000,e,NNE,2,4,A,1,39,,0,0,,,,,,,
Thorshammer,1/24/1962,-58.817,-47.100,1.5,3.4,993,eh,ENE,3,3,A,0,1,,0,0,,,,,,,
Thorshammer,1/25/1962,-59.700,-50.550,4,3,993,a,SW,5,4,A,0,0,,0,0,,,,,,,
Thorshammer,1/26/1962,-61.317,-45.067,2,2.4,981,eh,NW,4,4,A.I,0,0,,0,1,,,,,,,
Thorshammer,1/27/1962,-58.867,-44.217,2,2.8,994,i,NW,3,4,A,0,0,,0,0,,,,,,,
Thorshammer,1/28/1962,-57.933,-45.933,3,3,995,d,NW,5,4,A,0,3,,0,0,,,,,,,
Thorshammer,1/29/1962,-57.917,-47.300,3,3,983,eh,W,7,6,A,0,0,,0,0,,,,,,,
Thorshammer,1/30/1962,-56.517,-45.283,4.8,3.9,994,eh,WNW,6,6,A,0,0,,0,0,,,,,,,
Thorshammer,1/31/1962,-56.300,-44.450,3.5,4.2,1001,ekg,W,3,5,A,0,34,,0,0,,,,,,,
Thorshammer,2/1/1962,-56.017,-48.200,3.7,5,1000,hk,NW,5.5,5,A,0,5,,0,0,,,,,,,
Thorshammer,2/2/1962,-56.267,-42.200,3,3.5,999,d,WSW,7,7,A,0,0,,0,3,,,,,,,
Thorshammer,2/3/1962,-56.217,-45.017,3.5,3.8,1010,ei,W,4,4,A,0,4,,0,2,,,,,,,
Thorshammer,2/4/1962,-57.900,-48.300,3,4.2,1007,e,W,4,5,A,0,0,,0,0,,,,,,,
Thorshammer,2/5/1962,-60.583,-51.767,1.7,2,995,eh,W,5,5,A,0,0,,0,0,,,,,,,
Thorshammer,2/6/1962,-62.167,-56.950,4,2.6,982,eh,WNW,7,6,A.K,0,0,,0,0,,,,,,,
Thorshammer,2/7/1962,-63.050,-60.233,2.5,2.2,990,c,WNW,4,4,A.K,0,0,,0,0,,,,,,,
Thorshammer,2/8/1962,-64.533,-66.100,1.5,1,987,ikg,NNW,5,5,A.K,0,15,,0,1,,,,,,,
Thorshammer,2/9/1962,-65.900,-69.900,0.5,1.2,977,d,WNW,5,5,A.K,0,0,,0,0,,,,,,,
Thorshammer,2/10/1962,-67.417,-76.867,-0.5,1,973,b,ENE,5,4,A.I,0,26,,1,0,,,,,,,
Thorshammer,2/11/1962,-68.100,-77.433,-2.5,1,976,d,WSW,3,3,A.I,0,14,,0,0,,,,,,,
Thorshammer,2/12/1962,-68.100,-79.167,-3,0.4,979,d,WSW,5,4,A.K,0,7,,2,2,,,,,,,
Thorshammer,2/13/1962,-68.650,-82.033,-5,0.4,981,d,SE,1,3,A.B.I,1,37,,0,0,,,,,,,
Thorshammer,2/14/1962,-68.450,-81.933,-3,0.7,988,dlg,Changing,2,3,H (w) I,0,14,,0,5,,,,,,,
Thorshammer,2/15/1962,-68.417,-84.083,-2.5,1.4,989,dgl,E,4,4,H (o) K,0,15,,0,2,,,,,,,
Thorshammer,2/16/1962,-67.833,-86.883,0,0.8,999,d,N,3,3,A.K,0,11,,0,0,,,,,,,
Thorshammer,2/17/1962,-67.867,-83.450,2,2.8,983,e,N,6,5,A.K,0,1,,0,1,,,,,,,
Thorshammer,2/18/1962,-67.883,-76.167,2,1.2,981,e,SW,3,4,A.K,0,18,,0,7,,,,,,,
Thorshammer,2/19/1962,-68.467,-78.550,-1.5,1.2,995,d,SW,3,4,A.K,0,53,,0,0,,,,,,,
Thorshammer,2/20/1962,-68.383,-78.350,-1,1,997,b,ENE,2,3,A.K,0,33,,0,1,,,,,,,
Thorshammer,2/21/1962,-67.900,-76.500,1,0,996,i,NNW,3,3,A.I,0,4,,0,5,,,,,,,
Thorshammer,2/22/1962,-67.350,-75.717,2,0.8,975,ekh,NNW,4,4,A.K,0,0,,0,3,,,,,,,
Thorshammer,2/23/1962,-66.600,-73.600,1,1,992,d,W,6,5.5,A.K,0,0,,0,3,,,,,,,
Thorshammer,2/24/1962,-67.400,-72.283,1,0.5,989,i,NW,5,5,A.K,0,7,,0,1,,,,,,,
Thorshammer,2/25/1962,-67.967,-77.900,1,0.6,988,d,NW,5,5,A.K,0,8,,0,1,,,,,,,
Thorshammer,2/26/1962,-68.233,-80.467,0,1.2,977,eh,ENE,6,5,A.K,0,2,,0,5,,,,,,,
Thorshammer,2/27/1962,-66.167,-78.383,1,2,971,d,NW,3,5,A.K,0,3,,0,33,,,,,,,
Thorshammer,2/28/1962,-66.917,-77.017,1,2,967,dlg,NW,4,4,A.K,0,7,,0,6,,,,,,,
Thorshammer,3/1/1962,-68.517,-77.517,0.5,0,989,di,SSW,4,4,A.K,0,36,,0,0,,,,,,,
Thorshammer,3/2/1962,-69.100,-78.783,0,0.2,996,dlg,W,4,4,A.K,0,13,,0,0,,,,,,,
Thorshammer,3/3/1962,-68.983,-81.817,-2,0,999,e,W,3,3,A.K,1,2,,0,12,,,,,,,
Thorshammer,3/4/1962,-68.600,-84.767,1,1,998,i,W,2,3,A.K,0,0,,0,0,,,,,,,
Thorshammer,3/5/1962,-68.217,-86.183,-1,1.1,993,e,NW,3,3,A.K,0,32,,0,21,,,,,,,
Thorshammer,3/6/1962,-68.067,-86.983,0,0.8,985,elh,SE,2,3,A.K,0,23,,0,0,,,,,,,
Thorshammer,3/7/1962,-68.000,-88.867,-3.5,2,986,e,SE,5,4.5,A.K,0,16,,0,2,,,,,,,
Thorshammer,3/8/1962,-68.733,-89.567,-3.5,0.4,992,b,E,4,3,A.I,1,30,,0,12,,,,,,,
Thorshammer,3/9/1962,-68.550,-89.483,-3,0.4,992,a,E,3,3,A.I,0,23,,0,7,,,,,,,
Thorshammer,3/10/1962,-68.400,-88.500,-3,0.4,983,elg,E,4,4,A.K,0,2,,0,3,,,,,,,
Thorshammer,3/11/1962,-68.717,-89.017,-1.5,0.4,973,elg,E,5,4,A.I,0,10,,0,7,,,,,,,
Thorshammer,3/12/1962,-68.733,-91.883,-1.5,1,966,elg,ESE,4,4,A.K,1,13,,0,2,,,,,,,
Thorshammer,3/13/1962,-68.633,-91.067,-1,1.4,975,d,E,2,4,A.K,0,2,,0,11,,,,,,,
Thorshammer,3/14/1962,-68.517,-87.033,0.5,0.5,974,ch,NNE,4,5,A.K,0,0,,0,19,,,,,,,
Thorshammer,3/15/1962,-68.600,-79.233,0,0.6,975,d,ENE,5,5,A.K,0,0,,0,1,,,,,,,
Thorshammer,3/16/1962,-68.117,-76.767,0,-0.4,974,eh,ENE,3,5,B.I,0,3,,3,11,,,,,,,
Thorshammer,3/17/1962,-67.433,-75.167,-1,1,981,i,ENE,4,4,A,0,0,,0,5,,,,,,,
Thorshammer,3/18/1962,-66.017,-71.350,0.5,1.2,967,ei,NE,4,4,A,0,20,,0,2,,,,,,,
Thorshammer,3/19/1962,-65.367,-71.517,0,2.2,964,dlg,WNW,4,4,A,0,25,,0,0,,,,,,,
Thorshammer,3/20/1962,-65.133,-70.617,-2,2,957,elh,SSE,6,5,A,0,10,,0,0,,,,,,,
Thorshammer,3/21/1962,-65.400,-71.700,-2.5,2,977,d,SSW,4,4,A,1,33,,0,0,,,,,,,
Thorshammer,3/22/1962,-65.333,-71.550,-2,2,984,d,Changing,2,4,A,0,34,,0,8,,,,,,,
Thorshammer,3/23/1962,-65.617,-71.000,-2,2,982,d,NW,3,4,A,0,11,,0,17,,,,,,,
Thorshammer,3/24/1962,-65.767,-71.000,-1.5,1.4,984,d,N,2,3,A,0,12,,0,20,,,,,,,
Thorshammer,3/25/1962,-65.550,-69.267,0,1.6,970,d,N,4,5,A,0,12,,0,6,,,,,,,
Thorshammer,3/26/1962,-64.733,-68.183,0.5,1.8,972,d,NNE,3,5,A,0,14,,0,4,,,,,,,
Thorshammer,3/27/1962,-64.450,-67.617,0,1.8,981,d,Changing,2,5,A,0,15,,0,0,,,,,,,
Thorshammer,3/28/1962,-63.617,-66.833,0.5,2.2,985,d,WSW,3,5,A,0,14,,0,0,,,,,,,
Thorshammer,3/29/1962,-63.450,-66.950,-0.5,2.4,994,d,SW,4,4,A,0,17,,0,0,,,,,,,
Thorshammer,3/30/1962,-63.533,-6.417,-2.5,2.2,994,d,SW,4,4,A,0,12,,0,0,,,,,,,
Thorshammer,3/31/1962,-62.967,-65.967,-1.5,2.4,1004,d,SW,4,4,A,0,19,,0,0,,,,,,,
Thorshammer,4/1/1962,-62.717,-65.283,1,2.4,998,e,SW,5,4,A,0,4,,0,0,,,,,,,
Thorshammer,4/2/1962,-63.050,-67.217,1,2.2,1002,i,WSW,5,5,A,0,5,,0,0,,,,,,,
Thorshammer,4/3/1962,-63.167,-67.050,1,1.8,996,eh,W,5,5,A,0,0,,0,0,,,,,,,
Thorshammer,4/4/1962,-64.733,-68.550,0,1.2,994,d,WSW,2,4,A,0,13,,0,6,,,,,,,
Thorshammer,4/5/1962,-64.750,-67.683,-1.5,1.4,983,el,NE,6,5,A,0,0,,0,0,,,,,,,
Thorshammer,4/6/1962,-63.750,-65.033,0,1,989,dlg,NNW,5,5,A,0,8,,0,2,,,,,,,
Thorshammer,4/7/1962,-63.067,-62.367,1,1,1004,id,NW,3,4,A.K,0,21,,0,0,,,,,,,
Thorshavet,12/15/1948,-64.800,-166.167,4,-1.5,1002,d,WNW,1,3,K. H (s),15,7,0,182,,,,,,,,
Thorshavet,12/16/1948,-65.150,-166.800,0,-1,996,ei,EN,6,4,K. H (o),10,0,0,0,,,,,,,,
Thorshavet,12/17/1948,-65.283,-167.283,0,-1,990,ei,ENE,3,4,A.K,2,4,0,0,,,,,,,,
Thorshavet,12/18/1948,-65.200,-167.500,0,-1,988,ei,ENE,5,4,A.K,0,1,0,0,,,,,,,,
Thorshavet,12/19/1948,-65.267,-168.950,1,-0.5,987,ei,NEE,5,4,A.K,0,1,0,1,,,,,,,,
Thorshavet,12/20/1948,-65.233,-173.050,0,-0.5,993,eh,SSW,3,4,A.K,0,10,0,0,,,,,,,,
Thorshavet,12/21/1948,-65.150,-179.650,0,0,995,e,SSE,3,3,A.K,4,20,0,0,,,,,,,,
Thorshavet,12/22/1948,-65.717,177.283,1,0,994,e,SSE,2,3,A.K,0,14,0,18,,,,,,,,
Thorshavet,12/23/1948,-65.667,174.233,0,-0.5,995,elh,NEE,5,3,A.J,0,5,0,6,,,,,,,,
Thorshavet,12/24/1948,-65.500,171.933,-1,-0.5,995,e,ESE,6,4,A.J,1,6,0,7,,,,,,,,
Thorshavet,12/25/1948,-65.683,170.600,0,-0.5,994,d,E,2,3,A.J,7,14,0,7,,,,,,,,
Thorshavet,12/26/1948,-65.750,169.383,-1,-1,991,b,NWW,2,3,A.J,4,5,0,33,,,,,,,,
Thorshavet,12/27/1948,-65.450,167.817,-1,-1,994,b,Silent,0,2,A.J,8,7,0,0,,,,,,,,
Thorshavet,12/28/1948,-65.733,169.333,-1,-0.5,1000,b,S,4,3,A.J,5,12,0,10,,,,,,,,
Thorshavet,12/29/1948,-65.550,170.633,0,-0.5,998,eh,SSE,3,3,A.J,3,12,0,1,,,,,,,,
Thorshavet,12/30/1948,-65.417,170.433,0,0,994,elg,SW,5,4,K. H (s),5,13,0,0,,,,,,,,
Thorshavet,12/31/1948,-65.333,171.050,-2,0,992,e,WSW,5,4,K. H (s),1,5,0,0,,,,,,,,
Thorshavet,1/1/1949,-65.433,172.067,1,-1,996,eh,S,4,3,A.J,2,19,0,0,,,,,,,,
Thorshavet,1/2/1949,-65.483,172.750,0,-0.5,996,e,SSW,5,3,A.J,0,18,0,0,,,,,,,,
Thorshavet,1/3/1949,-65.183,172.950,0,0,1002,e,WSW,3,3,A.J,0,20,0,0,,,,,,,,
Thorshavet,1/4/1949,-65.467,174.933,2,0,1000,ei,WN,5,3,K,0,5,0,2,,,,,,,,
Thorshavet,1/5/1949,-65.983,179.683,3,0,1000,ei,WNW,5,4,J.H (so),1,10,0,5,,,,,,,,
Thorshavet,1/6/1949,-66.367,176.533,2,0,1000,ei,NEE,4,3,J,1,12,0,1,,,,,,,,
Thorshavet,1/7/1949,-65.933,174.117,1,0,995,ei,NW,6,4,J,1,2,0,0,,,,,,,,
Thorshavet,1/8/1949,-66.067,176.333,2,0,995,ei,NNW,6,5,J,0,1,0,0,,,,,,,,
Thorshavet,1/9/1949,-66.717,177.500,2,0,1007,eh,NW,2,5,J,0,23,0,4,,,,,,,,
Thorshavet,1/10/1949,-66.450,176.383,5,0,998,eh,N,5,4,J,5,12,0,0,,,,,,,,
Thorshavet,1/11/1949,-66.100,173.417,4,0,994,e,N,2,4,J,2,22,0,2,,,,,,,,
Thorshavet,1/12/1949,-65.483,171.200,2,0.5,988,elh,SEE,7,4,J,1,4,0,1,,,,,,,,
Thorshavet,1/13/1949,-65.817,169.250,-0.5,0,986,e,SE,7,5,J,0,8,0,6,,,,,,,,
Thorshavet,1/14/1949,-65.217,164.133,0,-1,990,e,E,3,3,J,8,2,0,32,,,,,,,,
Thorshavet,1/15/1949,-65.317,163.033,0,-1,992,e,NWN,2,3,J,14,15,0,0,,,,,,,,
Thorshavet,1/16/1949,-64.900,162.667,1,-0.5,980,ei,N,3,3,C (so),2,1,0,10,,,,,,,,
Thorshavet,1/17/1949,-64.800,161.717,0,-1,984,eh,W,6,5,H (s),11,4,0,12,,,,,,,,
Thorshavet,1/18/1949,-64.783,161.133,0,-1,1004,d,W,2,3,H (so),7,12,0,15,,,,,,,,
Thorshavet,1/19/1949,-64.550,160.083,2,-1,1004,eh,NW,4,4,H (s),4,6,0,23,,,,,,,,
Thorshavet,1/20/1949,-64.567,159.783,2,-0.5,1001,ehl,NW,5,4,H (so),0,0,0,1,,,,,,,,
Thorshavet,1/21/1949,-64.133,158.317,1,0,1000,ei,Silent,0,2,J,2,1,0,17,,,,,,,,
Thorshavet,1/22/1949,-64.283,157.867,-1,0,989,d,SE,5,4,H (s),3,1,0,0,,,,,,,,
Thorshavet,1/23/1949,-65.000,161.167,0,-1,987,e,SSE,5,3,H (s),6,12,0,1,,,,,,,,
Thorshavet,1/24/1949,-64.800,161.500,1,-1,1004,e,SW,3,4,H (s),3,16,0,5,,,,,,,,
Thorshavet,1/25/1949,-65.300,164.117,0,0,1003,e,WNW,5,4,J,4,4,0,6,,,,,,,,
Thorshavet,1/26/1949,-65.400,166.433,1,0,1000,eh,NW,2,3,J,5,9,0,3,,,,,,,,
Thorshavet,1/27/1949,-66.167,168.083,2,0,994,ei,NNE,6,5,H,1,23,0,0,,,,,,,,
Thorshavet,1/28/1949,-66.367,168.600,1,-0.5,998,ehl,NE,4,4,K,2,22,0,0,,,,,,,,
Thorshavet,1/29/1949,-66.250,168.900,1,0,991,ei,NNE,3,5,K,5,15,0,0,,,,,,,,
Thorshavet,1/30/1949,-66.800,169.333,0,-1,991,ei,ENE,2,3,M.N.S.???,3,25,0,3,,,,,,,,
Thorshavet,1/31/1949,-66.833,168.600,0,-1,993,ei,SE,3,3,K,6,11,0,0,,,,,,,,
Thorshavet,2/1/1949,-67.117,167.933,0,-1,983,eh,SE,5,4,K,4,2,0,4,,,,,,,,
Thorshavet,2/2/1949,-66.733,169.000,2,-1,988,eh,Silent,0,3,J,0,33,0,1,,,,,,,,
Thorshavet,2/3/1949,-66.950,169.450,1,-1,991,eh,ESE,5,4,J,3,19,0,0,,,,,,,,
Thorshavet,2/4/1949,-66.800,169.200,0,-1,991,e,ESE,4,4,J,0,31,0,1,,,,,,,,
Thorshavet,2/5/1949,-66.900,169.483,1,-0.5,992,e,ES,4,4,J,0,13,0,2,,,,,,,,
Thorshavet,2/6/1949,-66.950,166.417,1,-1,994,eh,E,3,3,J,0,1,0,14,,,,,,,,
Thorshavet,2/7/1949,-66.483,168.250,2,0,980,eki,WNW,3,5,J,0,2,0,1,,,,,,,,
Thorshavet,2/8/1949,-67.483,170.583,2,0,984,e,WN,3,4,I,0,21,0,0,,,,,,,,
Thorshavet,2/9/1949,-67.617,170.683,0,-0.5,995,e,NW,4,4,J,0,18,0,13,,,,,,,,
Thorshavet,2/10/1949,-66.733,169.850,-1,0,990,elg,SSE,5,4,K,1,6,0,7,,,,,,,,
Thorshavet,2/11/1949,-65.783,165.683,-2,-0.5,998,eh,SES,5,5,J,6,9,0,2,,,,,,,,
Thorshavet,2/12/1949,-66.100,163.650,-1,-1,998,e,SES,5,4,H (s),9,7,0,0,,,,,,,,
Thorshavet,2/13/1949,-65.333,160.150,0,-1.5,993,d,SSE,3,3,M.S.W.J.???,11,4,0,15,,,,,,,,
Thorshavet,2/14/1949,-64.917,159.033,2,0,993,c,ES,3,3,J,1,4,0,5,,,,,,,,
Thorshavet,2/15/1949,-64.867,156.000,1,0,986,elh,E,8,5,H (so),0,0,0,1,,,,,,,,
Thorshavet,2/16/1949,-65.033,154.767,1,-1,970,eh,NEE,4,5,K,0,0,0,18,,,,,,,,
Thorshavet,2/17/1949,-65.017,151.783,-1,0,973,elg,SE,5,5,J,1,0,0,10,,,,,,,,
Thorshavet,2/18/1949,-65.167,148.000,0,1,975,elh,SSE,6,5,H (s),0,13,0,0,,,,,,,,
Thorshavet,2/19/1949,-65.283,144.983,-2,-0.5,994,e,S,5,4,C,3,34,0,0,,,,,,,,
Thorshavet,2/20/1949,-65.417,143.500,-3,-0.5,998,e,Changing,3,4,H (s),2,36,0,2,,,,,,,,
Thorshavet,2/21/1949,-65.400,142.067,-8,-0.5,998,c,SW,4,3,K,1,30,0,0,,,,,,,,
Thorshavet,2/22/1949,-65.333,142.067,-4,0,996,e,W,4,3,K,1,35,0,0,,,,,,,,
Thorshavet,2/23/1949,-65.367,140.967,-5.5,0,990,e,SE,4,4,H (s),2,13,0,0,,,,,,,,
Thorshavet,2/24/1949,-64.833,138.000,-5,0,992,b,WSW,3,4,K,3,21,0,0,,,,,,,,
Thorshavet,2/25/1949,-64.667,136.100,-5,-1,980,c,ESE,4,5,J.H (s),9,16,0,0,,,,,,,,
Thorshavet,2/26/1949,-64.633,134.667,-4,-0.5,973,b,S,2,5,J.H (s),14,20,0,0,,,,,,,,
Thorshavet,2/27/1949,-64.633,134.117,0,-0.5,982,d,SE,2,5,H (s),5,29,0,0,,,,,,,,
Thorshavet,2/28/1949,-64.567,133.583,-4,-1,987,i,Silent,0,5,J.H (s),1,23,0,0,,,,,,,,
Thorshavet,3/1/1949,-64.550,133.233,-2,-1,992,c,WSW,4,4,J.H (s),3,14,0,0,,,,,,,,
Thorshavet,3/2/1949,-64.733,130.950,0,-1,1004,c,E,2,4,H (s),4,31,0,0,,,,,,,,
Thorshavet,3/3/1949,-64.767,129.133,-2,-0.5,998,d,E,5,4,H (s),8,10,0,0,,,,,,,,
Thorshavet,3/4/1949,-64.800,128.283,-3,0,992,e,S,3,4,K,4,13,0,0,,,,,,,,
Thorshavet,3/5/1949,-64.583,126.783,-4,0,994,c,Silent,0,4,K,3,22,0,0,,,,,,,,
Thorshavet,3/6/1949,-65.117,125.067,0,0,979,eki,ENE,5,5,K,0,8,0,0,,,,,,,,
Thorshavet,3/7/1949,-64.650,125.000,-0.5,0,987,elg,NW,4,5,K,0,9,0,0,,,,,,,,
Thorshavet,3/8/1949,-64.967,127.600,0,-1,991,e,ESE,5,5,K,0,4,0,0,,,,,,,,
Thorshavet,3/9/1949,-64.500,130.117,-1,0,996,e,ESE,3,4,K,2,25,0,0,,,,,,,,
Thorshavet,3/10/1949,-64.517,129.500,-5,0,983,el,ESE,9,6,K,0,0,0,0,,,,,,,,
Thorshavet,3/11/1949,-64.083,129.300,-1,0.5,969,eh,ES,3,6,A,0,0,0,0,,,,,,,,
Thorshavet,3/12/1949,-64.550,129.633,0,1,991,dlg,NNW,3,4,K,3,14,0,0,,,,,,,,
Thorshavet,3/13/1949,-64.283,131.167,1,0,1010,e,Changing,2,4,A,0,10,0,0,,,,,,,,
Thorshavet,3/14/1949,-64.517,130.300,-2,-0.5,996,d,SE,4,4,K,0,27,0,0,,,,,,,,
Thorshavet,3/15/1949,-64.550,131.583,-5,-0.5,980,elg,SE,8,6,K.H (s),0,0,0,0,,,,,,,,
Thorshavet,3/16/1949,-64.767,130.817,-4,-1,986,d,E,6,5,I,0,13,0,0,,,,,,,,
Thorshavet,3/17/1949,-64.483,131.283,-4,-0.5,988,b,Changing,2,3,K,3,15,0,0,,,,,,,,
Thorshavet,3/18/1949,-64.483,128.683,-1,0,977,el,EN,6,5,A,0,0,0,0,,,,,,,,
Thorshavet,3/19/1949,-65.083,122.417,-5,-0.5,980,e,ESE,5,5,K,0,6,0,5,,,,,,,,
Thorshavet,3/20/1949,-65.100,120.833,-3,-0.5,992,el,WSW,3,4,H (s),3,12,0,2,,,,,,,,
Thorshavet,3/21/1949,-64.583,118.867,-6.5,-0.5,996,l,ESE,4,4,K,0,3,0,0,,,,,,,,
Thorshavet,3/22/1949,-63.750,116.533,0,-1,950,el,SE,5,7,K,0,0,0,0,,,,,,,,
Thorshavet,3/23/1949,-63.850,114.033,-1,-0.5,990,c,W,3,4,K,16,3,0,0,,,,,,,,
Thorshavet,3/24/1949,-63.800,113.067,-2,0,1006,c,SSE,3,4,K,9,20,0,0,,,,,,,,
Thorshavet,3/25/1949,-63.900,112.733,-2,-0.5,1003,e,Silent,0,4,K,10,10,0,1,,,,,,,,
Thorshavet,3/26/1949,-63.900,111.550,-5,-0.5,980,e,SE,4,4,K,14,18,0,0,,,,,,,,
