Ship,date,Latitude,Longitude,Temp (air),Temp (sea),mBar,Weather,Wind,Strength (Wind),Sea (Waves),Ice,Blue Whales,Finn Whales,Humpback Whale,Sperm Whales,Sei Whale,,,,,,,
Thorshammer,12/4/1936,-56.967,8.000,-1.6,,989.87,elg,W,4,3,A.I,0,0,0,6,,,,,,,,
Thorshammer,12/5/1936,-56.700,7.200,-1.8,,1001.05,e,WSW,3,3,A.I,0,0,0,9,,,,,,,,
Thorshammer,12/6/1936,-57.150,5.917,-0.8,,1012.56,eh,WNW,5,3,A.J,0,0,0,5,,,,,,,,
Thorshammer,12/7/1936,-56.567,3.833,-1,,1004.77,ei,NW,4,3,A.J,0,0,0,2,,,,,,,,
Thorshammer,12/8/1936,-56.133,3.567,-0.2,,998.34,hi,NW,4,4,A.J,6,0,0,0,,,,,,,,
Thorshammer,12/9/1936,-56.167,2.983,0,,986.15,i,NNW,3,3,K.A,7,1,0,0,,,,,,,,
Thorshammer,12/10/1936,-55.683,5.317,-0.6,,984.46,e,WNW,4,3,K.A,6,1,0,0,,,,,,,,
Thorshammer,12/11/1936,-56.250,5.750,-1.2,,989.20,ed,SW,3,2,I.A,10,5,0,0,,,,,,,,
Thorshammer,12/12/1936,-56.217,6.067,-1.8,,991.57,e,WSW,4,2,I.A,12,1,0,0,,,,,,,,
Thorshammer,12/13/1936,-55.650,7.583,-0.6,,988.18,ed,SW,2,1,I.A,14,0,0,0,,,,,,,,
Thorshammer,12/14/1936,-55.283,7.500,-0.4,,985.81,e,SSE,1,1,I.A,16,0,0,0,,,,,,,,
Thorshammer,12/15/1936,-55.283,7.500,0.4,,983.10,lh,E,3,3,I.A,11,3,0,0,,,,,,,,
Thorshammer,12/16/1936,-55.067,7.433,-0.6,,990.89,ed,S,2,3,K.A,8,12,0,1,,,,,,,,
Thorshammer,12/17/1936,-54.967,7.417,-1.2,,975.99,lh,NE,7,5,K.A,2,8,0,0,,,,,,,,
Thorshammer,12/18/1936,-55.583,6.883,-1.4,,973.28,hl,SW,7,4,K.A,1,5,0,0,,,,,,,,
Thorshammer,12/19/1936,-56.283,6.783,0,,988.52,ed,W,3,4,I.A,13,4,0,1,,,,,,,,
Thorshammer,12/20/1936,-56.567,6.817,1,,988.86,dgl,NW,4,3,K.A,8,4,0,0,,,,,,,,
Thorshammer,12/21/1936,-56.550,7.283,0,,985.13,dgl,W,5,3,K.A,6,1,0,1,,,,,,,,
Thorshammer,12/22/1936,-55.967,7.767,-0.4,,979.04,dgl,SW,3,2,I.A,7,3,0,0,,,,,,,,
Thorshammer,12/23/1936,-55.850,8.200,-0.2,,988.86,dgl,WSW,5,4,I.A,8,1,0,0,,,,,,,,
Thorshammer,12/24/1936,-56.833,9.483,-0.8,,980.05,c,ESE,4,2,I.A,6,2,0,0,,,,,,,,
Thorshammer,12/25/1936,-56.583,5.217,2.4,,988.86,b,NE,2,3,J.A,12,5,0,0,,,,,,,,
Thorshammer,12/26/1936,-56.800,4.950,1.5,,987.84,b,SE,2,2,J.A,10,4,0,0,,,,,,,,
Thorshammer,12/27/1936,-56.700,4.150,2,,996.31,ble,NE,4,4,K.A,11,4,0,1,,,,,,,,
Thorshammer,12/28/1936,-57.117,3.767,-0.2,,976.67,lhe,SE,6,5,J.A,1,2,0,0,,,,,,,,
Thorshammer,12/29/1936,-58.133,4.333,0.5,,996.31,hl,NE,4,3,I,15,0,0,0,,,,,,,,
Thorshammer,12/30/1936,-58.450,4.750,-1.2,,995.63,hl,NE,4,2,G.I,5,3,0,1,,,,,,,,
Thorshammer,12/31/1936,-58.483,4.367,0.2,,981.75,hl,NNW,5,3,G.I,4,0,0,1,,,,,,,,
Thorshammer,1/1/1937,-59.650,3.967,-0.2,,984.12,ed,NNW,3,2,G.J,4,1,0,3,,,,,,,,
Thorshammer,1/2/1937,-59.200,3.933,1,,990.55,id,Silent,0,1,G.J,12,0,0,0,,,,,,,,
Thorshammer,1/3/1937,-58.883,4.200,0.6,,982.76,elg,W,3,2,G.J,20,1,0,0,,,,,,,,
Thorshammer,1/4/1937,-58.717,4.583,3,,978.70,dgl,NNW,2,2,G.J,9,4,0,0,,,,,,,,
Thorshammer,1/5/1937,-58.733,4.950,1.5,,979.38,de,Silent,0,2,G.J,9,4,0,0,,,,,,,,
Thorshammer,1/6/1937,-58.733,4.950,0.2,,974.64,l,ENE,3,2,G.J,14,3,0,0,,,,,,,,
Thorshammer,1/7/1937,-59.100,4.400,0,,981.75,d,E,3,2,G.I.,10,1,0,0,,,,,,,,
Thorshammer,1/8/1937,-58.517,3.667,4.5,,986.83,b,E,2,2,G.I.,16,3,0,0,,,,,,,,
Thorshammer,1/9/1937,-58.450,3.550,0.6,,991.57,d,SW,2,2,G.I.,9,6,0,0,,,,,,,,
Thorshammer,1/10/1937,-58.567,3.300,-0.6,,989.54,e,E,3,3,I,7,7,0,0,,,,,,,,
Thorshammer,1/11/1937,-58.383,3.350,0.6,,988.86,dgl,SW,3,3,I,11,2,0,0,,,,,,,,
Thorshammer,1/12/1937,-58.750,2.983,0.8,,987.84,dgl,SW,3,3,I,16,0,0,0,,,,,,,,
Thorshammer,1/13/1937,-58.783,3.383,2,,997.66,d,WSW,2,2,I,13,1,0,0,,,,,,,,
Thorshammer,1/14/1937,-59.233,3.300,1.2,,1000.37,e,NE,6,3,K,12,1,0,0,,,,,,,,
Thorshammer,1/15/1937,-59.233,3.300,0,,976.67,l,NE,8,5,K,4,3,0,0,,,,,,,,
Thorshammer,1/16/1937,-59.233,3.300,2,,976.67,ih,NNE,1,2,K,11,4,0,0,,,,,,,,
Thorshammer,1/17/1937,-59.233,3.300,2,,972.94,el,S,3,2,K,9,9,0,0,,,,,,,,
Thorshammer,1/18/1937,-59.367,2.600,2.5,,976.67,ed,SW,3,3,I,11,5,0,0,,,,,,,,
Thorshammer,1/19/1937,-59.933,2.233,1,,986.15,e,SW,3,2,I,4,13,0,0,,,,,,,,
Thorshammer,1/20/1937,-60.033,2.333,0.4,,982.42,elg,ENE,3,2,K,5,8,0,0,,,,,,,,
Thorshammer,1/21/1937,-60.033,2.333,0.4,,963.46,li,ENE,5,3,K,1,7,0,0,,,,,,,,
Thorshammer,1/22/1937,-60.233,1.917,0.8,,955.67,igl,W,4,4,K,0,1,0,0,,,,,,,,
Thorshammer,1/23/1937,-59.733,1.467,0.4,,952.28,elg,W,4,4,I,11,4,0,0,,,,,,,,
Thorshammer,1/24/1937,-59.733,1.467,1,,973.96,ehl,SW,5,4,J.A,8,0,1,0,,,,,,,,
Thorshammer,1/25/1937,-59.567,1.550,0.9,,984.12,elg,SW,4,4,J.A,5,10,0,0,,,,,,,,
Thorshammer,1/26/1937,-59.383,2.267,1.6,,996.99,eb,SW,2,3,J.A,6,14,0,0,,,,,,,,
Thorshammer,1/27/1937,-59.450,2.067,1.4,,1002.40,ed,W,2,2,I.A,5,12,0,0,,,,,,,,
Thorshammer,1/28/1937,-59.867,2.033,2.5,,992.24,ed,N,2,1,I.A,6,8,2,0,,,,,,,,
Thorshammer,1/29/1937,-60.500,2.917,1,,978.02,he,NE,4,2,K,0,7,1,0,,,,,,,,
Thorshammer,1/30/1937,-59.917,3.450,1.6,,980.73,e,NE,3,2,J,3,3,1,1,,,,,,,,
Thorshammer,1/31/1937,-61.083,3.600,1,,977.34,gle,NE,4,3,K,1,0,0,0,,,,,,,,
Thorshammer,2/1/1937,-63.867,1.967,1.5,,975.99,ed,E,3,2,J,3,1,0,2,,,,,,,,
Thorshammer,2/2/1937,-65.783,1.283,-0.4,,976.67,eb,E,1,1,J,1,5,0,0,,,,,,,,
Thorshammer,2/3/1937,-68.500,0.383,-0.2,,980.05,e,ESE,5,2,J,0,1,0,0,,,,,,,,
Thorshammer,2/4/1937,-68.533,4.800,-2,,980.73,de,SE,5,4,K.H (o),1,2,0,0,,,,,,,,
Thorshammer,2/5/1937,-69.050,9.250,-0.4,,976.67,de,E,8,5,K.H (o),0,1,0,0,,,,,,,,
Thorshammer,2/6/1937,-69.700,8.983,-2.5,,984.12,b,ESE,6,4,K.H (o),0,0,0,0,,,,,,,,
Thorshammer,2/7/1937,-67.167,7.433,0.5,,981.07,dgl,ESE,6,5,K,0,0,0,0,,,,,,,,
Thorshammer,2/8/1937,-63.533,7.100,2.8,,975.65,dgl,SSE,4,4,K,0,0,0,8,,,,,,,,
Thorshammer,2/9/1937,-60.967,7.033,2,,977.01,dgl,SW,4,3,K,0,7,0,0,,,,,,,,
Thorshammer,2/10/1937,-59.583,7.333,0.8,,979.38,gl,SW,5,4,I,0,22,0,0,,,,,,,,
Thorshammer,2/11/1937,-59.167,7.667,2,,980.73,gl,SW,5,4,I,2,13,0,0,,,,,,,,
Thorshammer,2/12/1937,-59.383,7.867,2,,980.05,dgl,SW,5,4,J,0,16,0,0,,,,,,,,
Thorshammer,2/13/1937,-59.800,8.083,2,,973.96,d,WSW,3,3,K,0,10,0,0,,,,,,,,
Thorshammer,2/14/1937,-58.717,7.367,1.6,,985.81,d,WSW,3,4,I.A,0,2,3,5,,,,,,,,
Thorshammer,2/15/1937,-59.633,4.700,1.4,,986.49,elg,SSW,2,2,J,2,10,0,1,,,,,,,,
Thorshammer,2/16/1937,-60.050,3.333,1.8,,988.18,e,W,2,2,K,6,2,0,4,,,,,,,,
Thorshammer,2/17/1937,-60.167,3.083,1,,986.15,gl,W,3,2,K.A,13,0,1,1,,,,,,,,
Thorshammer,2/18/1937,-60.533,2.317,0,,992.58,elg,WSW,5,3,K.A,0,2,4,3,,,,,,,,
Thorshammer,2/19/1937,-61.667,2.533,2,,999.70,bd,WNW,2,2,K.A,2,16,0,2,,,,,,,,
Thorshammer,2/20/1937,-62.033,2.800,1.2,,994.95,ed,NE,6,4,K.A,0,10,0,1,,,,,,,,
Thorshammer,2/21/1937,-62.183,2.750,0.8,,989.87,lh,ENE,10,6,K.A,0,0,0,0,,,,,,,,
Thorshammer,2/22/1937,-62.150,3.417,1.8,,987.50,he,NE,6,4,K.A,0,0,0,2,,,,,,,,
Thorshammer,2/23/1937,-62.167,6.350,1.4,,977.68,hgl,ENE,6,5,K.A,0,0,0,0,,,,,,,,
Thorshammer,2/24/1937,-61.967,8.250,0.4,,971.25,hgl,SE,5,4,K.A,4,2,3,0,,,,,,,,
Thorshammer,2/25/1937,-61.750,9.383,2,,971.93,hd,NW,1,3,A,3,4,5,0,,,,,,,,
Thorshammer,2/26/1937,-61.483,9.317,1.5,,983.10,ed,NW,5,3,A,6,4,1,2,,,,,,,,
Thorshammer,2/27/1937,-61.150,9.450,2.4,,978.36,ed,S,1,3,K.A,7,10,0,0,,,,,,,,
Thorshammer,2/28/1937,-60.767,9.683,1,,960.41,li,E,10,6,K.A,0,2,0,0,,,,,,,,
Thorshammer,3/1/1937,-60.567,9.967,0.6,,940.77,eh,NW,2,4,K.A,1,5,1,0,,,,,,,,
Thorshammer,3/2/1937,-61.200,10.983,1.8,,952.28,ed,WSW,4,3,K.A,6,4,1,0,,,,,,,,
Thorshammer,3/3/1937,-61.483,11.700,1,,965.83,ed,SW,3,3,K.A,4,1,10,0,,,,,,,,
Thorshammer,3/4/1937,-61.750,12.017,1.4,,971.93,dgl,WSW,3,3,K.A,3,2,5,2,,,,,,,,
Thorshammer,3/5/1937,-62.283,13.017,2,,970.57,d,WNW,4,3,K.A,3,1,11,1,,,,,,,,
Thorshammer,3/6/1937,-61.800,14.117,0.6,,978.02,gld,SE,2,2,K.A,6,4,1,0,,,,,,,,
Thorshammer,3/7/1937,-61.283,14.317,0.4,,981.75,d,W,1,3,K.A,3,5,1,0,,,,,,,,
Thorshammer,3/8/1937,-60.267,13.400,0.6,,965.15,he,E,6,4,K.A,0,0,0,0,,,,,,,,
Thorshammer,12/2/1937,-55.833,3.550,-0.4,,987.84,egl,NW,1,,B.K,0,0,0,4,,,,,,,,
Thorshammer,12/3/1937,-55.333,4.467,-1,,978.70,egl,S,4,,B.K,0,0,0,1,,,,,,,,
Thorshammer,12/4/1937,-55.683,6.100,-3,,980.05,l,E,8,,B,0,0,0,2,,,,,,,,
Thorshammer,12/5/1937,-56.217,6.333,-2,,968.54,l,SSW,5,4,B.K,0,0,0,0,,,,,,,,
Thorshammer,12/6/1937,-55.567,6.133,-2,,991.57,dgl,WSW,5,5,B.K,0,0,0,1,,,,,,,,
Thorshammer,12/7/1937,-55.567,5.750,-2,,1000.37,dgl,WSW,3,3,K.H,0,0,0,11,,,,,,,,
Thorshammer,12/8/1937,-56.017,5.800,-1.2,,1000.37,egl,WSW,6,2,D.K,17,2,0,0,,,,,,,,
Thorshammer,12/9/1937,-55.567,6.133,-0.4,,1001.73,egl,W,5,3,D.K,10,0,0,0,,,,,,,,
Thorshammer,12/10/1937,-55.650,6.917,-1.2,,1001.39,ei,W,2,1,D.K,19,2,0,0,,,,,,,,
Thorshammer,12/11/1937,-55.550,7.633,-0.8,,996.31,eh,WNW,2,1,D.K,11,1,0,0,,,,,,,,
Thorshammer,12/12/1937,-55.417,8.200,-0.2,,994.62,e,WNW,3,2,D.K,13,0,0,0,,,,,,,,
Thorshammer,12/13/1937,-55.417,8.200,-0.6,,994.95,eh,WNW,5,3,D.K,12,1,0,0,,,,,,,,
Thorshammer,12/14/1937,-55.617,9.067,0.8,,990.89,eh,NW,6,3,D.K,11,0,0,0,,,,,,,,
Thorshammer,12/15/1937,-56.000,9.400,0.2,,979.71,e,W,9,4,D.I,5,0,0,0,,,,,,,,
Thorshammer,12/16/1937,-55.917,7.667,-0.4,,982.42,egl,WSW,5,3,D.I,11,0,0,0,,,,,,,,
Thorshammer,12/17/1937,-55.617,8.417,-1.2,,1001.73,eh,WSW,3,2,K.H,16,4,0,0,,,,,,,,
Thorshammer,12/18/1937,-55.500,8.400,-0.4,,974.30,li,NNW,2,3,K.H,6,1,0,0,,,,,,,,
Thorshammer,12/19/1937,-55.783,8.383,-0.5,,999.02,egl,W,5,5,D.I,6,1,1,0,,,,,,,,
Thorshammer,12/20/1937,-55.583,7.383,-0.5,,1002.74,lih,WNW,2,3,K.H,7,3,0,0,,,,,,,,
Thorshammer,12/21/1937,-55.717,7.367,-0.2,,998.68,ih,NW,2,3,D.I,7,0,0,0,,,,,,,,
Thorshammer,12/22/1937,-55.517,9.250,-0.8,,998.00,eli,WSW,6,3,D.I,13,0,0,0,,,,,,,,
Thorshammer,12/23/1937,-55.533,9.750,0.2,,983.78,ih,NW,2,3,D.I,4,2,0,0,,,,,,,,
Thorshammer,12/24/1937,-55.867,10.133,-0.5,,993.26,lh,WNW,8,4,B.I,2,1,0,2,,,,,,,,
Thorshammer,12/25/1937,-55.817,10.883,0.4,,990.21,d,E,2,2,B.I,4,8,1,0,,,,,,,,
Thorshammer,12/26/1937,-55.833,11.667,-1.8,,973.96,e,S,4,2,B.I,12,3,0,0,,,,,,,,
Thorshammer,12/27/1937,-56.150,10.850,-1.8,,984.46,d,SSW,4,3,B.I,15,3,2,1,,,,,,,,
Thorshammer,12/28/1937,-56.167,10.200,-1.5,,995.63,e,WSW,3,3,B.I,5,1,1,0,,,,,,,,
Thorshammer,12/29/1937,-56.367,10.167,0,,984.12,lk,NE,9,3,B.I,3,1,1,5,,,,,,,,
Thorshammer,12/30/1937,-57.233,11.533,-0.4,,981.75,lih,WNW,3,2,B.I,9,0,0,0,,,,,,,,
Thorshammer,12/31/1937,-57.517,14.050,-0.2,,984.46,ed,WNW,3,2,B.I,14,0,0,0,,,,,,,,
Thorshammer,1/1/1938,-58.050,15.133,0,,976.67,lih,N,2,1,B.J,12,0,0,0,,,,,,,,
Thorshammer,1/2/1938,-57.867,15.400,-1.2,,974.30,d,W,4,2,J.D,8,1,1,0,,,,,,,,
Thorshammer,1/3/1938,-57.517,16.917,-0.6,,985.47,d,W,4,2,J.D,5,4,1,2,,,,,,,,
Thorshammer,1/4/1938,-57.550,16.267,-0.6,,990.21,d,W,4,2,B.I,1,18,0,4,,,,,,,,
Thorshammer,1/5/1938,-57.600,16.033,-1.5,,995.63,d,SSW,3,2,B.I,0,9,0,1,,,,,,,,
Thorshammer,1/6/1938,-58.050,16.250,-0.4,,972.60,le,WNW,5,3,B.I,2,17,0,1,,,,,,,,
Thorshammer,1/7/1938,-57.717,15.467,-1,,983.10,e,W,4,3,B.I,0,20,0,0,,,,,,,,
Thorshammer,1/8/1938,-57.100,15.300,-0.8,,985.13,ed,WSW,6,4,B.I,3,11,0,1,,,,,,,,
Thorshammer,1/9/1938,-58.017,14.233,-0.2,,981.07,hl,NE,3,2,B.I,7,6,0,0,,,,,,,,
Thorshammer,1/10/1938,-58.150,13.533,-1,,980.39,ed,SSW,3,2,B.I,12,7,1,0,,,,,,,,
Thorshammer,1/11/1938,-58.100,12.800,0,,989.20,d,WSW,1,2,B.I,14,2,0,0,,,,,,,,
Thorshammer,1/12/1938,-58.133,12.550,-0.2,,989.54,e,NNW,2,2,B.J,4,10,0,0,,,,,,,,
Thorshammer,1/13/1938,-58.050,12.433,-0.6,,986.15,bd,SSW,2,1,B.J,12,12,1,0,,,,,,,,
Thorshammer,1/14/1938,-57.800,12.483,-0.2,,988.52,d,WSW,2,2,B.J,0,20,2,0,,,,,,,,
Thorshammer,1/15/1938,-57.767,13.050,1,,985.47,d,W,2,2,B.J,1,20,1,0,,,,,,,,
Thorshammer,1/16/1938,-58.100,12.250,-0.2,,973.28,d,E,5,4,J,0,21,1,0,,,,,,,,
Thorshammer,1/17/1938,-58.267,12.250,0,,979.38,ehl,NW,2,4,K,4,13,0,0,,,,,,,,
Thorshammer,1/18/1938,-58.300,12.417,-0.6,,982.76,cd,WNW,7,5,K,1,4,0,0,,,,,,,,
Thorshammer,1/19/1938,-58.133,12.950,-0.6,,985.13,ed,WNW,6,5,K,0,0,0,0,,,,,,,,
Thorshammer,1/20/1938,-58.117,13.633,-0.6,,993.94,egl,WNW,5,4,K,5,11,1,0,,,,,,,,
Thorshammer,1/21/1938,-58.167,13.867,-0.8,,994.95,dgl,WSW,5,3,I,3,19,1,0,,,,,,,,
Thorshammer,1/22/1938,-58.283,14.183,-0.4,,980.05,lhi,ENE,6,4,K,1,6,1,0,,,,,,,,
Thorshammer,1/23/1938,-59.133,14.033,-0.9,,982.09,d,S,6,4,K,0,11,0,2,,,,,,,,
Thorshammer,1/24/1938,-58.850,11.750,-0.2,,998.34,d,SE,2,3,K,0,16,0,4,,,,,,,,
Thorshammer,1/25/1938,-58.733,11.667,4,,996.65,d,N,1,2,K,0,26,0,0,,,,,,,,
Thorshammer,1/26/1938,-58.667,11.583,0,,991.57,ehl,NE,6,4,K,0,23,0,0,,,,,,,,
Thorshammer,1/27/1938,-58.667,11.583,0,,948.90,he,SW,8,5,K,0,5,0,0,,,,,,,,
Thorshammer,1/28/1938,-58.533,10.950,-0.4,,981.75,e,SSW,5,5,K,1,12,0,0,,,,,,,,
Thorshammer,1/29/1938,-58.783,10.733,-0.6,,992.24,dgl,SW,6,5,K,0,13,0,0,,,,,,,,
Thorshammer,1/30/1938,-58.900,10.267,-0.6,,1000.03,hgl,NW,6,4,K,0,13,0,0,,,,,,,,
Thorshammer,1/31/1938,-59.000,9.750,0,,975.65,ihl,NNW,6,5,K,1,1,0,0,,,,,,,,
Thorshammer,2/1/1938,-59.117,8.733,0.2,,963.80,i,WNW,2,4,K,0,0,0,0,,,,,,,,
Thorshammer,2/2/1938,-58.817,9.733,0.2,,970.91,ie,NW,2,3,K,2,7,0,0,,,,,,,,
Thorshammer,2/3/1938,-58.683,9.467,0,,984.12,ehi,NW,5,3,K,0,18,0,0,,,,,,,,
Thorshammer,2/4/1938,-59.067,9.600,0.8,,977.34,hi,NW,2,3,K,0,7,0,0,,,,,,,,
Thorshammer,2/5/1938,-59.017,8.800,0.2,,974.97,he,WSW,3,3,J,3,15,1,0,,,,,,,,
Thorshammer,2/6/1938,-58.950,10.017,0,,980.73,dgl,WSW,4,3,K,0,2,0,1,,,,,,,,
Thorshammer,2/7/1938,-59.533,9.900,0,,987.17,egl,NNW,3,3,K,0,18,0,0,,,,,,,,
Thorshammer,2/8/1938,-60.017,9.767,0,,975.99,ih,NW,4,2,J,0,3,0,0,,,,,,,,
Thorshammer,2/9/1938,-60.833,13.500,0,,986.15,dgl,WSW,6,4,J,1,0,0,0,,,,,,,,
Thorshammer,2/10/1938,-61.067,20.817,0.6,,988.86,e,WSW,6,4,J,1,3,0,0,,,,,,,,
Thorshammer,2/11/1938,-61.183,22.033,-0.2,,982.42,eh,NE,10,6,K.A,0,4,0,0,,,,,,,,
Thorshammer,2/12/1938,-61.683,22.300,0.8,,974.30,eh,E,8,6,K.A,0,0,0,0,,,,,,,,
Thorshammer,2/13/1938,-63.533,24.267,0.7,,976.67,eh,NNE,6,5,K.A,0,5,0,0,,,,,,,,
Thorshammer,2/14/1938,-64.333,25.083,0.8,,980.05,dgl,NE,2,4,K.A,1,21,0,0,,,,,,,,
Thorshammer,2/15/1938,-64.583,24.717,0.8,,976.33,db,E,1,3,K.A,2,19,0,0,,,,,,,,
Thorshammer,2/16/1938,-64.567,24.500,4,,990.89,be,SE,1,3,K.A,6,14,0,0,,,,,,,,
Thorshammer,2/17/1938,-64.600,24.500,1,,980.73,eh,E,3,5,K.A,0,20,0,0,,,,,,,,
Thorshammer,2/18/1938,-64.900,22.983,1,,977.34,eh,E,3,4,K.A,2,19,0,0,,,,,,,,
Thorshammer,2/19/1938,-65.417,23.767,0.6,,983.44,e,ESE,2,3,K.A,2,22,0,0,,,,,,,,
Thorshammer,2/20/1938,-65.817,24.033,0.6,,985.47,egl,E,3,2,A,1,21,0,0,,,,,,,,
Thorshammer,2/21/1938,-66.150,23.600,0.2,,987.84,e,ESE,5,3,A,1,16,0,0,,,,,,,,
Thorshammer,2/22/1938,-66.317,24.383,-0.4,,988.18,ehl,SE,7,6,A,0,10,0,0,,,,,,,,
Thorshammer,2/23/1938,-66.300,24.633,0,,984.46,egl,ESE,6,6,A,1,4,0,0,,,,,,,,
Thorshammer,2/24/1938,-65.983,24.417,0,,989.54,de,SE,5,5,A,1,9,0,0,,,,,,,,
Thorshammer,2/25/1938,-66.817,24.500,0.2,,991.91,ed,SSE,4,3,K,5,7,0,0,,,,,,,,
Thorshammer,2/26/1938,-68.450,26.317,-0.4,,994.95,b,S,1,2,J.H,6,5,0,0,,,,,,,,
Thorshammer,2/27/1938,-68.200,26.667,0,,1002.74,b,Silent,0,2,K.A,1,11,0,0,,,,,,,,
Thorshammer,2/28/1938,-68.467,25.300,-1.4,,1007.15,egl,ESE,4,2,K.A,7,8,0,0,,,,,,,,
Thorshammer,3/1/1938,-68.567,24.017,-0.6,,1006.13,e,E,2,1,K.A,2,6,0,0,,,,,,,,
Thorshammer,3/2/1938,-68.683,21.017,-4,,1009.85,ed,SSE,2,1,K.A,4,3,0,0,,,,,,,,
Thorshammer,3/3/1938,-67.967,17.300,-2.8,,1004.44,eli,ESE,4,2,A,4,12,0,0,,,,,,,,
Thorshammer,3/4/1938,-68.633,15.250,-0.8,,999.02,hl,ENE,5,4,K,5,1,0,0,,,,,,,,
Thorshammer,3/5/1938,-69.300,12.350,-5.6,,1002.07,e,ESE,7,4,H,0,0,0,0,,,,,,,,
Thorshammer,3/6/1938,-68.933,13.150,-4.8,,1003.76,e,ESE,2,2,K.A,6,5,0,0,,,,,,,,
Thorshammer,3/7/1938,-68.833,13.783,-6,,999.36,e,SSE,1,2,K.A,2,7,0,0,,,,,,,,
Thorshammer,3/8/1938,-68.283,14.850,-5.5,,995.63,e,WSW,3,2,K.A,0,16,0,0,,,,,,,,
Thorshammer,3/9/1938,-68.233,14.817,-5,,1000.37,e,WSW,3,2,K.A,0,21,0,0,,,,,,,,
Thorshammer,3/10/1938,-67.767,14.300,-3.4,,990.21,e,WSW,5,3,A,0,10,0,0,,,,,,,,
Thorshammer,3/11/1938,-67.433,13.583,-4,,984.46,e,SW,5,3,A,0,7,0,1,,,,,,,,
Thorshammer,3/12/1938,-64.933,13.217,-2.4,,984.79,d,SW,10,7,K.A,0,0,0,0,,,,,,,,
Thorshammer,3/13/1938,-63.600,13.800,-1.6,,989.54,e,WSW,5,4,K.A,0,0,0,0,,,,,,,,
Thorshammer,3/14/1938,-62.250,11.667,0,,990.89,he,NW,3,3,K.A,0,9,1,1,,,,,,,,
Thorshammer,3/15/1938,-61.533,11.817,-0.8,,993.26,egl,SSE,6,4,J.A,0,6,0,0,,,,,,,,
Thorshammer,11/17/1938,-57.833,51.017,2.4,,1009.85,d,SW,3,3,,0,0,0,2,,,,,,,,
Thorshammer,11/18/1938,-58.567,53.700,-3.1,,993.26,e,SSW,4,4,,0,0,0,19,,,,,,,,
Thorshammer,11/19/1938,-57.517,55.183,-3.3,,992.92,e,SW,3,3,,0,0,0,10,,,,,,,,
Thorshammer,11/20/1938,-57.150,59.150,-0.2,,992.24,e,NW,3,3,C.A (s),0,0,0,1,,,,,,,,
Thorshammer,11/21/1938,-56.983,63.500,-0.2,,979.38,e,NNW,5,4,F.A (s),0,0,0,1,,,,,,,,
Thorshammer,11/22/1938,-56.750,70.750,0.5,,978.36,e,NNW,5,5,A,0,0,0,0,,,,,,,,
Thorshammer,11/23/1938,-56.117,76.217,-0.5,,1005.79,e,WNW,6,5,A.D,0,0,0,0,,,,,,,,
Thorshammer,11/24/1938,-55.217,80.667,-1.2,,993.26,e,WNW,5,4,A,0,0,0,1,,,,,,,,
Thorshammer,11/25/1938,-56.100,86.467,-0.9,,967.18,ei,SE,2,3,A.I,0,0,0,2,,,,,,,,
Thorshammer,11/26/1938,-57.367,91.483,1,,970.57,db,WSW,3,3,A,0,0,0,1,,,,,,,,
Thorshammer,11/27/1938,-59.067,97.000,-1.1,,969.56,e,SW,6,4,I,0,0,0,0,,,,,,,,
Thorshammer,11/28/1938,-61.683,99.083,-2.3,,981.41,b,S,5,3,I,0,0,0,0,,,,,,,,
Thorshammer,11/29/1938,-62.267,103.133,5.4,,986.83,c,E,2,1,I.A,0,0,0,13,,,,,,,,
Thorshammer,11/30/1938,-62.317,106.800,-0.4,,970.23,g,E,4,4,K,0,0,0,0,,,,,,,,
Thorshammer,12/1/1938,-62.467,112.683,-0.3,,983.10,e,ENE,2,3,K,0,0,0,0,,,,,,,,
Thorshammer,12/2/1938,-63.700,116.583,0.2,,985.81,g,SW,3,4,K,0,0,0,17,,,,,,,,
Thorshammer,12/3/1938,-63.967,119.733,-0.5,,983.78,e,Changing,3,4,A,0,0,0,16,,,,,,,,
Thorshammer,12/4/1938,-64.333,123.233,-1.6,,984.79,e,SE,4,2,A,0,0,0,16,,,,,,,,
Thorshammer,12/5/1938,-64.400,124.450,-1.1,,986.83,gl,ESE,3,2,A,0,0,0,6,,,,,,,,
Thorshammer,12/6/1938,-63.500,129.017,2.1,,990.21,e,E,4,3,K,0,0,0,13,,,,,,,,
Thorshammer,12/7/1938,-63.850,129.367,-0.3,,992.92,bi,SE,1,1,K,0,0,0,4,,,,,,,,
Thorshammer,12/8/1938,-64.033,128.900,-0.3,,992.58,ci,E,1,1,H (W),10,13,0,0,,,,,,,,
Thorshammer,12/9/1938,-63.950,128.433,-1.8,,995.97,bi,SE,1,1,H (S),10,10,0,0,,,,,,,,
Thorshammer,12/10/1938,-63.850,128.483,4.8,,993.60,bi,Changing,1,1,H (W),2,9,0,0,,,,,,,,
Thorshammer,12/11/1938,-63.567,130.117,-1.1,,1000.37,e,E,3,2,H (S),2,3,0,1,,,,,,,,
Thorshammer,12/12/1938,-63.717,131.183,-0.4,,993.94,d,SE,3,2,H (S),9,3,0,2,,,,,,,,
Thorshammer,12/13/1938,-63.983,128.667,0.8,,990.55,egl,SE,5,3,D,3,1,0,0,,,,,,,,
Thorshammer,12/14/1938,-63.750,127.117,0.8,,991.57,e,SE,4,4,A,0,3,0,0,,,,,,,,
